,District,School Code,School Name,number,score,vote
117,Twin Rivers Unified,3433265,Foothill High,483,33.9585921325,0.542284984841
118,Jefferson Union High,4137790,Westmoor High,1568,50.1020408163,0.776695791369
119,Roseville Joint Union High,3130176,Woodcreek High,2648,53.7345166163,0.516927675612
120,Roseville Joint Union High,3130184,Granite Bay High,2985,63.9608040201,0.402407566638
121,San Diego Unified,3730231,Twain High,42,19.3333333333,0.63646714996
122,Fremont Union High,4334421,Lynbrook High,2464,87.4545454545,0.737441286522
123,Huntington Beach Union High,3031895,Edison High,3110,67.1845659164,0.472830529622
124,Rocklin Unified,3130200,Victory High,39,22.8461538462,0.451236019092
125,Rocklin Unified,3130218,Rocklin Independent (Alte,62,19.4516129032,0.451236019092
126,Placentia-Yorba Linda Unified,3031929,El Dorado High,1919,69.1620635748,0.503782332845
127,Fremont Union High,4334462,Monta Vista High,3520,87.9042613636,0.810852120749
128,Milpitas Unified,4334470,Milpitas High,2668,63.6053223388,0.761451562984
129,Placentia-Yorba Linda Unified,3031945,El Camino Real Continuation Hi,57,14.6666666667,0.503782332845
130,Poway Unified,118935,Del Norte High,2318,63.5802415876,0.480098943108
131,Conejo Valley Unified,5637004,Thousand Oaks High,2782,62.606038821,0.573899239703
132,Orange Unified,3031952,El Modena High,1689,63.0112492599,0.581574185766
133,San Francisco Unified,3834769,O'Connell (John) Alternative,134,18.7164179104,0.927743252017
134,Placer County Office of Education,3130259,Placer County Community Schoo,23,26.0869565217,0.466746794872
135,Napa Valley Unified,2830149,Valley Oak High,30,10.0,0.635677083333
136,Inglewood Unified,1934231,Inglewood High,315,12.5015873016,0.841366589141
137,Morgan Hill Unified,4334488,"Central High, Cont.",27,26.0,0.62508259548
138,Mt. Diablo Unified,730044,Northgate High,1970,66.3304568528,0.675010429704
139,Newport-Mesa Unified,3032000,Estancia High,365,57.1506849315,0.47624178429
140,San Ramon Valley Unified,730051,California High,3434,73.9962143273,0.689691871072
141,Tahoe-Truckee Joint Unified,3138500,Tahoe Truckee High,494,54.5829959514,0.738916256158
142,Roseville Joint Union High,3130309,"Adelante High, Cont.",44,9.18181818182,0.465835086665
143,San Bernardino County Office of Educatio,107466,Community/Independent Altern.,13,15.0,0.743398985121
144,Oakland Unified,115667,Oakland International High,166,1.14457831325,0.949256342957
145,Palm Springs Unified,3335130,Palm Springs High,1015,50.242364532,0.614053395947
146,Ceres Unified,5030879,Ceres High,465,53.9827956989,0.549878345499
147,Antioch Unified,730101,Live Oak High (Continuation),18,11.0,0.671317619435
148,Riverside Unified,115709,Riverside Virtual,28,75.3214285714,0.55196454629
149,Galt Joint Union High,3433471,Galt High,396,50.3333333333,0.473642263464
150,Acalanes Union High,107524,Acalanes Center for Independe,24,54.0,0.770895807208
151,Victor Valley Union High,3630100,Goodwill High,22,14.0,0.499383401159
152,Los Angeles Unified,1934371,Thomas Jefferson Senior High,93,11.8709677419,0.922107850668
153,Tustin Unified,3032109,Foothill High,2603,73.3365347676,0.624855443582
154,Santa Ynez Valley Union High,4236345,Santa Ynez Valley Union High,986,60.8681541582,0.605429172242
155,West Sonoma County Union High,4930400,Analy High,1482,60.9156545209,0.788591562708
156,Sequoia Union High,4138053,Woodside High,1089,59.1432506887,0.786446020489
157,Pittsburg Unified,730184,Riverside High (Continuation),14,0.0,0.811901646119
158,William S. Hart Union High,1934421,"Bowman (Jereann) High, Cont.",134,15.0820895522,0.45738545338
159,Sutter Union High,5137500,Sutter High,647,42.2210200927,0.351928692178
160,Huntington Beach Union High,3032158,Fountain Valley High,4009,69.5210775755,0.534994634553
161,San Ramon Valley Unified,730218,Venture (Alternative),287,45.8013937282,0.711773832098
162,South San Francisco Unified,4130324,"Baden High, Cont.",17,24.0,0.823785517874
163,Castro Valley Unified,132225,Castro Valley High,3244,58.8156596794,0.748513127992
164,Contra Costa County Office of Education,730242,Delta Vista High,27,10.7777777778,0.545821607733
165,Long Beach Unified,1934470,Jordan High,809,19.6625463535,0.777751852068
166,Mountain View-Los Altos Union High,4334728,Mountain View High,2154,67.860724234,0.829648526077
167,Mountain View-Los Altos Union High,4334736,"Alta Vista High, Cont.",58,53.0517241379,0.829648526077
168,Chaffey Joint Union High,3630225,Alta Loma High,2141,52.3489023821,0.475426024151
169,Antioch Unified,730259,Prospects High (Alternative),90,21.0444444444,0.671317619435
170,Los Banos Unified,2434207,Los Banos High,643,43.2846034215,0.609182058047
171,Rim of the World Unified,3630241,Mountain High,13,38.0,0.416916018352
172,West Contra Costa Unified,730275,North Campus Continuation,49,4.40816326531,0.870163170163
173,Acalanes Union High,730283,Acalanes High,1920,74.8489583333,0.772479288745
174,West Contra Costa Unified,730291,Middle College High,200,60.02,0.870163170163
175,Silver Valley Unified,3630274,Silver Valley High,323,43.0216718266,0.383355350066
176,Yuba City Unified,107722,River Valley High,935,49.9700534759,0.436825813714
177,Mt. Diablo Unified,730317,Horizons Alternative,90,40.7555555556,0.706974540128
178,San Diego County Office of Education,115923,South Region Community,56,7.71428571429,0.754522217853
179,West Contra Costa Unified,730325,Vista High (Alternative),73,20.3561643836,0.870163170163
180,Kerman Unified,1033430,Kerman High,380,41.0894736842,0.604410751206
181,Alhambra Unified,1934553,Mark Keppel High,1355,77.7896678967,0.663436301232
182,Mt. Diablo Unified,730341,"Nueva Vista High, Cont.",16,13.0,0.66013560674
183,Yucaipa-Calimesa Joint Unified,3638509,Yucaipa High,2133,49.4345991561,0.383247817085
184,Los Angeles Unified,120360,Daniel Pearl Journalism & Comm,135,61.562962963,0.768974432634
185,Mt. Diablo Unified,730358,Prospect High (Continuation),40,12.5,0.706974540128
186,Gilroy Unified,4334850,Mt. Madonna High,23,22.0,0.697410402909
187,La Canada Unified,1934611,La Canada High,2089,82.3618956438,0.590101694915
188,Liberty Union High,107797,Heritage High,2702,56.0321983716,0.571727092258
189,Chaffey Joint Union High,3630373,Etiwanda High,2762,54.6462708182,0.52787952788
190,East Side Union High,4334900,Mt. Pleasant High,565,40.185840708,0.790654620853
191,Colton Joint Unified,3630399,Washington High,15,13.0,0.621570090359
192,Twin Rivers Unified,3433794,Grant Union High,402,25.0024875622,0.606024488027
193,Hesperia Unified,3630407,Hesperia High,579,34.1537132988,0.346627880273
194,Martinez Unified,730440,Vicente Martinez High,52,7.73076923077,0.73651024615
195,Long Beach Unified,1934678,Lakewood High,2716,46.2569955817,0.627080240644
196,Apple Valley Unified,3630423,Apple Valley High,1213,46.4830997527,0.412444444444
197,Morongo Unified,3638616,Yucca Valley High,672,43.9568452381,0.330801687764
198,Liberty Union High,730457,Freedom High,2370,47.4426160338,0.567729804007
199,Antioch Unified,730465,Deer Valley High,1941,43.1859866048,0.720506845325
200,Martinez Unified,730473,Briones (Alternative),46,21.8043478261,0.73651024615
201,Upland Unified,3630456,Hillside High,29,14.0,0.610185756392
202,Hesperia Unified,3630472,Mojave High,13,0.0,0.346627880273
203,Tamalpais Union High,2131340,Sir Francis Drake High,1119,68.7006255585,0.842657342657
204,Lake Elsinore Unified,107920,Lakeside High,742,48.9339622642,0.418744769874
205,San Mateo Union High,4130217,Aragon High,1727,64.5639837869,0.772713878794
206,Martinez Unified,730549,Alhambra Senior High,1304,66.7016871166,0.73651024615
207,Fullerton Joint Union High,3032505,Fullerton Un. High,1505,58.5023255814,0.607724006762
208,Chino Valley Unified,3630522,Ruben S. Ayala High,2976,65.2002688172,0.56642519685
209,Rialto Unified,3630530,Zupanic High,11,18.0,0.797048080953
210,Vallejo City Unified,4870581,Home/hospital and independent study,43,28.4186046512,0.81387755102
211,Los Angeles Unified,124362,Valley Academy of Arts and Sc,421,38.4774346793,0.607977991747
212,Liberty Union High,730572,Independence High,211,28.9478672986,0.571727092258
213,Hacienda la Puente Unified,1934801,La Puente High,322,27.2422360248,0.765904748425
214,Los Angeles Unified,124370,"Arts, Theatre, Entertainment",27,40.5555555556,0.823900205693
215,Folsom-Cordova Unified,113571,Vista del Lago High,1930,64.410880829,0.496486605182
216,Modesto City High,5031380,Davis (Grace M.) High,586,36.8481228669,0.557129407737
217,Centinela Valley Union High,1934926,Lawndale High,426,37.1361502347,0.75959933222
218,Fontana Unified,3630555,Fontana Miller (A. B.) High,504,32.251984127,0.598276322822
219,Kingsburg Joint Union High,1033695,Kingsburg High,1056,47.6581439394,0.350026357406
220,Lucerne Valley Unified,3630563,Lucerne Valley High,47,44.5957446809,0.290057518488
221,Los Angeles Unified,124388,Social Justice Humanitas,33,33.0,0.823900205693
222,West Contra Costa Unified,730598,Hercules High,891,38.5881032548,0.796276929513
223,Chaffey Joint Union High,3630571,Rancho Cucamonga High,3123,56.3836055075,0.475426024151
224,Los Angeles Unified,124396,Academy of Scientific Explora,16,56.0,0.823900205693
225,Los Angeles Unified,124404,Teacher Preparation Acad #5F,36,22.2222222222,0.823900205693
226,Contra Costa County Office of Education,730614,Golden Gate,29,3.41379310345,0.73651024615
227,Amador County Unified,334755,Argonaut High,505,47.3425742574,0.385672227674
228,Rialto Unified,3630597,Rialto High,629,37.7233704293,0.797048080953
229,Coast Unified,4032009,Coast Union High,113,68.1946902655,0.607917958502
230,Whittier Union High,1934868,La Serna High,2190,56.0552511416,0.593833692599
231,Ceres Unified,108076,Central Valley High,430,38.1093023256,0.549878345499
232,Los Angeles Unified,124461,Social Justice: Global Issues,59,12.4745762712,0.922107850668
233,Rocklin Unified,108084,Whitney High,2040,63.0,0.451236019092
234,Livermore Valley Joint Unified,132670,Del Valle Continuation High,11,9.0,0.429708222812
235,Los Angeles Unified,124479,Social Justice: Fine and Perf,64,14.375,0.922107850668
236,Denair Unified,5031521,Denair High,263,26.711026616,0.515901060071
237,Los Angeles Unified,124495,Comm & Tech-SRH#2B,36,22.0,0.924713206895
238,Los Angeles Unified,124503,Green Design So Region HS#2C,25,28.12,0.924713206895
239,Los Angeles Unified,124511,Performing Arts Comm SRH#2,12,17.0,0.924713206895
240,Dublin Unified,132704,Dublin High,2172,65.1459484346,0.700857618296
241,Lincoln Unified,3933793,"Larsson (Sture) High, Cont.",21,24.0,0.594881537774
242,Kern Union High,1533538,Kern Valley High,192,34.9739583333,0.254545454545
243,East Side Union High,4335204,Oak Grove High,1147,38.2493461203,0.723253757737
244,Lincoln Unified,3933801,Lincoln High,1814,56.4647188534,0.594881537774
245,Los Angeles Unified,124529,Rancho Dominguez Preparatory,244,24.3893442623,0.737823921668
246,Lake Elsinore Unified,116343,Keith McCarthy Academy,62,11.3548387097,0.418744769874
247,Barstow Unified,3630712,Central High (Continuation),62,4.59677419355,0.488238562697
248,Sweetwater Union High,116350,Bounce Back Independent Study,253,21.7865612648,0.754016957886
249,Montebello Unified,124552,Applied Technology Center,113,41.6637168142,0.737907992804
250,Emery Unified,132746,Emery Secondary,11,9.0,0.915275200989
251,Hesperia Unified,3630746,Sultana High,1047,48.1041069723,0.346627880273
252,Fontana Unified,108191,Summit High,1039,40.4051973051,0.598276322822
253,San Mateo Union High,4130472,Burlingame High,1682,67.0808561237,0.771918338194
254,Garden Grove Unified,3032752,Garden Grove High,1413,51.3941967445,0.646146252027
255,Redlands Unified,3630779,Redlands East Valley High,1784,50.8335201794,0.560438237419
256,Gateway Unified,4531901,Central Valley High,365,39.6465753425,0.318652162377
257,Lodi Unified,108225,Ronald E. McNair High,499,34.0420841683,0.568053440739
258,Salinas Union High,124610,El Puente,64,7.96875,0.766725159026
259,Victor Valley Union High,3630787,Silverado High,984,29.9837398374,0.562874603361
260,El Dorado Union High,930081,Oak Ridge High,2954,71.0341909276,0.455197962491
261,Centinela Valley Union High,1935048,Leuzinger High,125,24.08,0.75959933222
262,Barstow Unified,3630803,Barstow High,725,37.3448275862,0.488238562697
263,Hesperia Unified,3630811,Shadow Ridge,127,10.9842519685,0.346627880273
264,Laton Joint Unified,1033950,Laton High,80,40.1,0.346239761727
265,Roseville Joint Union High,116459,Antelope High,1514,52.0601056803,0.514728477984
266,Antioch Unified,730861,Antioch High,751,37.1757656458,0.671317619435
267,Antelope Valley Union High,100081,William J. (Pete) Knight High,3159,33.1861348528,0.55445193331
268,Chaffey Joint Union High,3630845,Chaffey Community Day,130,27.8461538462,0.740069892208
269,Linden Unified,3933959,Linden High,471,48.1316348195,0.871118012422
270,Alameda City Unified,132878,Encinal High,650,47.32,0.891270112975
271,Exeter Union High,5431598,Exeter High,715,45.9146853147,0.455
272,Oakdale Joint Unified,5030192,Valley Oak Junior and Senior,15,7.0,0.381089459699
273,Yuba City Unified,5130018,Powell (Albert) Cont.,47,17.2978723404,0.402011581835
274,Perris Union High,3335973,Perris,225,33.2,0.624669797476
275,San Dieguito Union High,3737384,"Sunset High, Cont.",61,37.393442623,0.639365324083
276,Apple Valley Unified,3630894,Granite Hills High,1006,37.6709741551,0.285087719298
277,Fontana Unified,3630902,Kaiser (Henry J.) High,836,33.1124401914,0.782992589478
278,Kingsburg Joint Union High,124727,Kingsburg Independent Study H,14,14.0,0.350026357406
279,East Side Union High,4335428,Overfelt (William C.) Hig,144,40.2361111111,0.796362220492
280,San Dieguito Union High,3737418,San Dieguito High Academy,1960,60.825,0.639365324083
281,Santa Ana Unified,108365,Segerstrom High,693,59.7316017316,0.673099513341
282,Tustin Unified,3032919,"Hillview High, Cont.",18,22.0,0.624855443582
283,Yuba City Unified,5130075,Yuba City Unified Alter.,44,33.9545454545,0.402011581835
284,Tulare Joint Union High,116368,Mission Oak High,747,41.4029451138,0.509095204347
285,Kern Union High,100198,Golden Valley High,564,33.2109929078,0.568197553658
286,Huntington Beach Union High,3032943,Huntington Beach High,3347,65.8482222886,0.452202878512
287,Northern Humboldt Union High,1230705,Arcata High,837,55.037037037,0.84499448597
288,Sierra-Plumas Joint Unified,4634259,Loyalton High,47,48.914893617,0.752427184466
289,Modesto City High,5031802,Thomas Downey High,821,48.8367844093,0.503361941726
290,Twin Rivers Unified,3434370,Highlands High,223,37.7757847534,0.512501104338
291,San Bernardino County Office of Educatio,3630985,West End Community Day,26,4.0,0.654796174204
292,Hacienda la Puente Unified,1935246,Los Altos High,1077,51.3407613742,0.629021981523
293,Coachella Valley Unified,100255,Desert Mirage High,54,35.8518518519,0.423395445135
294,Apple Valley Unified,3631009,High Desert Premier Academy,66,4.21212121212,0.412444444444
295,Chino Valley Unified,3631017,Chino Hills High,3368,57.270783848,0.56642519685
296,San Mateo Union High,4130738,Capuchino High,1069,55.3461178672,0.773506840174
297,Bonita Unified,1937739,San Dimas High,1282,47.1029641186,0.532519190509
298,Corcoran Joint Unified,1632207,Corcoran High,203,40.5566502463,0.573102678571
299,Chaffey Joint Union High,3631058,Los Osos High,3363,64.2670234909,0.432260912753
300,Bear Valley Unified,3631066,Big Bear High,440,52.5545454545,0.359212738602
301,Norwalk-La Mirada Unified,1933647,Glenn (John H.) High,362,31.9917127072,0.66824754731
302,Upland Unified,3637584,Upland High,2634,50.1655277145,0.610185756392
303,River Delta Joint Unified,4835302,Rio Vista High,271,40.9889298893,0.542412270509
304,Kern Union High,116392,Independence High,1270,44.311023622,0.815833333333
305,Los Angeles Unified,1935352,Los Angeles Senior High,303,22.2673267327,0.855435342607
306,Gridley Unified,433953,Gridley High,322,51.6583850932,0.38407079646
307,Oakdale Joint Unified,5031950,East Stanislaus High,12,0.0,0.381089459699
308,Anaheim Union High,3033115,John F. Kennedy High,2068,70.0178916828,0.620361429163
309,San Marcos Unified,3737632,San Marcos High,1884,72.8524416136,0.556289356474
310,Kern Union High,116400,Mira Monte High,183,32.2131147541,0.568197553658
311,Riverside Unified,3336237,Polytechnic High,1946,47.51336074,0.55196454629
312,North Monterey County Unified,2730034,North Monterey County High,331,40.4108761329,0.724327897752
313,Chaffey Joint Union High,3631157,Colony High,1056,43.6268939394,0.584564584732
314,Murrieta Valley Unified,100420,Vista Murrieta High,3197,57.8091961214,0.408031308491
315,Lynwood Unified,1935436,Lynwood High,461,19.0130151844,0.818173573955
316,Oxnard Union High,5630066,"Frontier High, Cont.",31,16.0,0.562587476419
317,Laguna Beach Unified,3033206,Laguna Beach High,1291,73.4190549961,0.55997588909
318,Salinas Union High,2730109,Alisal High,766,29.8041775457,0.845149851011
319,Jurupa Unified,3330412,Jurupa Valley High,543,34.1031307551,0.58273381295
320,Sacramento City Unified,3434636,Johnson (Hiram W.) High,238,21.8235294118,0.797459584296
321,North Monterey County Unified,2730125,North Monterey County Ctr,75,30.8666666667,0.638313875535
322,Fortuna Union High,108688,Academy of the Redwoods,204,73.4460784314,0.516473887136
323,Conejo Valley Unified,5630108,"Conejo Valley High, Cont.",30,27.0,0.493549203137
324,North Monterey County Unified,2730141,"Central Bay High, Cont.",13,8.0,0.638313875535
325,Los Angeles Unified,1935519,Manual Arts Senior High,130,7.76153846154,0.87685560054
326,Elk Grove Unified,116897,Cosumnes Oaks High,1583,54.5887555275,0.635654169855
327,Conejo Valley Unified,5630116,Westlake High,2952,70.5989159892,0.53258887876
328,Palo Alto Unified,4335782,Palo Alto High,2380,84.2197478992,0.900408841191
329,Sequoia Union High,4130993,Carlmont High,2489,76.099638409,0.798728472558
330,Oak Park Unified,5630132,Oak Park High,1971,81.32927448,0.679618001047
331,Salinas Union High,2730166,Everett Alvarez High,1272,34.748427673,0.766725159026
332,South Monterey County Joint Union High,2730174,Greenfield High,115,27.6869565217,0.578772189349
333,Butte Valley Unified,4731253,Butte Valley High,14,21.0,0.231517509728
334,Soledad Unified,2730190,Soledad High,172,35.511627907,0.819921302369
335,Los Angeles Unified,1935568,John Marshall Senior High,855,43.4058479532,0.690659481653
336,Elk Grove Unified,108753,Pleasant Grove High,2370,72.5130801688,0.53358802929
337,Colton Joint Unified,3631322,Bloomington High,576,37.8090277778,0.760985136161
338,Long Beach Unified,125153,Beach High-ILP,71,4.43661971831,0.575231756596
339,Tulelake Basin Joint Unified,4737250,Tulelake High,12,67.0,0.294797687861
340,Oakland Unified,125161,Castlemont High,30,6.93333333333,0.879256384577
341,Anaheim Union High,3032786,"Gilbert High, Cont.",60,6.75,0.639949943388
342,Mt. Diablo Unified,731380,Clayton Valley High,1814,49.51323043,0.66013560674
343,Oak Park Unified,5630199,"Oak View High, Cont.",25,3.92,0.679618001047
344,Bellflower Unified,1935618,Mayfair High,1521,48.7876397107,0.728351881293
345,Moorpark Unified,5630215,Community High,56,25.0,0.518262586377
346,Sacramento City Unified,3434768,Kennedy (John F.) High,1054,50.605313093,0.746039824416
347,Chawanakee Unified,117010,Minarets High,214,53.3457943925,0.315913688469
348,Livermore Valley Joint Unified,133397,Granada High,2386,65.8436714166,0.429708222812
349,Monterey County Office of Education,2730265,Salinas Community,29,10.8620689655,0.766725159026
350,East Side Union High,4335907,Piedmont Hills High,2212,58.5524412297,0.675513501039
351,Placer Union High,3131687,"Chana High, Cont.",32,12.375,0.643084541917
352,Folsom-Cordova Unified,3434792,"Kinney High, Cont.",47,20.2978723404,0.513401072086
353,Simi Valley Unified,5630249,Monte Vista,74,48.3513513514,0.502965372106
354,Riverside Unified,3336492,Ramona High,627,41.9585326954,0.554218787348
355,Novato Unified,2132272,Novato High,1367,62.3577176298,0.740899191039
356,Grossmont Union High,3737905,Santana High,1474,57.5508819539,0.371937452964
357,Willows Unified,1132851,Willows High,276,34.8079710145,0.319185059423
358,Amador County Unified,330050,North Star Independent Study,31,23.0,0.385672227674
359,Los Angeles Unified,117069,Helen Bernstein High,123,20.9837398374,0.869295923769
360,Ventura Unified,5630298,El Camino High,319,62.8213166144,0.733727810651
361,San Diego Unified,3737962,Garfield High,22,18.0,0.703490464196
362,El Dorado Union High,936302,Ponderosa High,2111,67.3079109427,0.378048780488
363,Simi Valley Unified,5630322,Santa Susana High,1415,65.6551236749,0.510060259422
364,Ventura Unified,5630348,Foothill Technology High,1170,74.6333333333,0.640656361139
365,Long Beach Unified,1935758,Millikan High,2631,48.8662105663,0.575231756596
366,Sacramento City Unified,108951,Arthur A. Benjamin Health Pro,59,25.4237288136,0.813576409309
367,Moorpark Unified,5630371,Moorpark College,60,60.25,0.518262586377
368,Carmel Unified,2730414,Carmel High,921,67.5114006515,0.679044744784
369,Oxnard Union High,5630389,Pacifica,1150,46.9669565217,0.647087467283
370,Ventura County Office of Education,5630397,Gateway County,39,11.0,0.562587476419
371,Manhattan Beach Unified,1935808,Mira Costa High,3131,78.6572979879,0.682744775044
372,Marysville Joint Unified,5835202,Marysville High,466,43.2575107296,0.226726726727
373,Placer Union High,3131851,Colfax High,825,53.0545454545,0.391708967851
374,Antioch Unified,117218,Dozier-Libbey Medical High,476,47.487394958,0.720506845325
375,Chino Valley Unified,3631587,Boys Republic High,26,0.0,0.56642519685
376,Garden Grove Unified,3033578,La Quinta High,1043,74.2770853308,0.601399900892
377,Mojave Unified,1534460,Mojave Jr./Sr. High,13,46.0,0.3264781491
378,Mt. Diablo Unified,731646,College Park High,2065,56.8426150121,0.706974540128
379,Campbell Union High,4336137,Prospect High,1303,57.7145049885,0.764052462527
380,Fullerton Joint Union High,3033610,"La Vista High, Cont.",174,14.3448275862,0.591143294806
381,Shasta Union High,4532750,Enterprise High,769,55.2678803641,0.295739575316
382,Monrovia Unified,1935899,Canyon Oaks High,19,26.0,0.687778528022
